iata_code,name,continent,iso_country,municipality
TJU,Kulob Airport,AS,TJ,Kulyab
TJV,Tanjore Air Force Base,AS,IN,Thanjavur
TKA,Talkeetna Airport,NA,US,Talkeetna
TKB,Tekadu Airport,OC,PG,Tekadu
TKC,Tiko Airport,AF,CM,Tiko
TKD,Takoradi Airport,AF,GH,Sekondi-Takoradi
TKE,Tenakee Seaplane Base,NA,US,Tenakee Springs
TKF,Truckee Tahoe Airport,NA,US,Truckee
TKG,Radin Inten II (Branti) Airport,AS,ID,Bandar Lampung-Sumatra Island
TKH,Takhli Airport,AS,TH,
TKI,Tokeen Seaplane Base,NA,US,Tokeen
TKJ,Tok Junction Airport,NA,US,Tok
TKK,Chuuk International Airport,OC,FM,Weno Island
TKL,Taku Lodge Seaplane Base,NA,US,Taku Lodge
TKM,El Petén Airport,NA,GT,Tikal
TKN,Tokunoshima Airport,AS,JP,Tokunoshima
TKO,Tlokoeng Airport,AF,LS,Tlokoeng
TKP,Takapoto Airport,OC,PF,
TKQ,Kigoma Airport,AF,TZ,Kigoma
TKR,Thakurgaon Airport,AS,BD,Thakurgaon
TKS,Tokushima Airport/JMSDF Air Base,AS,JP,Tokushima
TKT,Tak Airport,AS,TH,
TKU,Turku Airport,EU,FI,Turku
TKV,Tatakoto Airport,OC,PF,Tatakoto
TKW,Tekin Airport,OC,PG,Tekin
TKX,Takaroa Airport,OC,PF,
TKY,Turkey Creek Airport,OC,AU,Turkey Creek
TKZ,Tokoroa Airfield,OC,NZ,Tokoroa
TLA,Teller Airport,NA,US,Teller
TLB,Tarbela Dam Airport,AS,PK,Tarbela
TLC,Licenciado Adolfo Lopez Mateos International Airport,NA,MX,Toluca
TLD,Limpopo Valley Airport,AF,BW,Tuli Lodge
TLE,Toliara Airport,AF,MG,
TLF,Telida Airport,NA,US,Telida
TLG,Tulaghi Heliport,OC,SB,Tulaghi Island
TLH,Tallahassee Regional Airport,NA,US,Tallahassee
TLI,Sultan Bantilan Airport,AS,ID,Toli Toli-Celebes Island
TLJ,Tatalina LRRS Airport,NA,US,Takotna
TLK,Talakan Airport,EU,RU,Talakan Oil Field
TLL,Lennart Meri Tallinn Airport,EU,EE,Tallinn
TLM,Zenata – Messali El Hadj Airport,AF,DZ,Tlemcen
TLN,Toulon-Hyères Airport,EU,FR,Toulon/Hyères/Le Palyvestre
TLO,Tol Airport,OC,PG,Tol
TLP,Tumolbil Airport,OC,PG,Tumolbil
TLQ,Turpan Jiaohe Airport,AS,CN,Turpan
TLR,Mefford Field,NA,US,Tulare
TLS,Toulouse-Blagnac Airport,EU,FR,Toulouse/Blagnac
TLT,Tuluksak Airport,NA,US,Tuluksak
TLU,Golfo de Morrosquillo Airport,SA,CO,Tolú
TLV,Ben Gurion International Airport,AS,IL,Tel Aviv
TLW,Talasea Airport,OC,PG,Talasea
TLX,Panguilemo Airport,SA,CL,Talca
TLY,Plastun Airport,AS,RU,Plastun
TLZ,Catalão Airport,SA,BR,Catalão
TMA,Henry Tift Myers Airport,NA,US,Tifton
TMB,Kendall-Tamiami Executive Airport,NA,US,Miami
TMC,Tambolaka Airport,AS,ID,Waikabubak-Sumba Island
TMD,Timbedra Airport,AF,MR,Timbedra
TME,Gustavo Vargas Airport,SA,CO,Tame
TMF,Thimarafushi Airport,AS,MV,Thimarafushi
TMG,Tomanggong Airport,AS,MY,Tomanggong
TMH,Tanah Merah Airport,AS,ID,Tanah Merah-Papua Island
TMI,Tumling Tar Airport,AS,NP,Tumling Tar
TMJ,Termez Airport,AS,UZ,Termez
TML,Tamale Airport,AF,GH,Tamale
TMM,Toamasina Airport,AF,MG,
TMN,Tamana Island Airport,OC,KI,Tamana Island
TMO,Tumeremo Airport,SA,VE,
TMP,Tampere-Pirkkala Airport,EU,FI,Tampere / Pirkkala
TMQ,Tambao Airport,AF,BF,Tambao
TMR,Aguenar – Hadj Bey Akhamok Airport,AF,DZ,Tamanrasset
TMS,São Tomé International Airport,AF,ST,São Tomé
TMT,Trombetas Airport,SA,BR,Oriximiná
TMU,Tambor Airport,NA,CR,Nicoya
TMW,Tamworth Airport,OC,AU,Tamworth
TMX,Timimoun Airport,AF,DZ,Timimoun
TMY,Tiom Airport,AS,ID,Tiom-Papua Island
TMZ,Thames Aerodrome,OC,NZ,
TNA,Yaoqiang Airport,AS,CN,Jinan
TNB,Tanah Grogot Airport,AS,ID,Tanah Grogot-Borneo Island
TNC,Tin City Long Range Radar Station Airport,NA,US,Tin City
TND,Alberto Delgado Airport,NA,CU,Trinidad
TNE,New Tanegashima Airport,AS,JP,Tanegashima
TNF,Toussus-le-Noble Airport,EU,FR,Toussus-le-Noble
TNG,Ibn Batouta Airport,AF,MA,Tangier
TNH,Tonghua Sanyuanpu Airport,AS,CN,Tonghua
TNI,Satna Airport,AS,IN,
TNJ,Raja Haji Fisabilillah International Airport,AS,ID,Tanjung Pinang-Bintan Island
TNK,Tununak Airport,NA,US,Tununak
TNM,Teniente Rodolfo Marsh Martin Base,AN,AQ,Isla Rey Jorge
TNN,Tainan Airport,AS,TW,Tainan City
TNO,Tamarindo Airport,NA,CR,Tamarindo
TNP,Twentynine Palms Airport,NA,US,Twentynine Palms
TNQ,Washington Island Airstrip,OC,KI,Teraina
TNR,Ivato Airport,AF,MG,Antananarivo
TNS,Tungsten (Cantung) Airport,NA,CA,Tungsten
TNT,Dade Collier Training and Transition Airport,NA,US,Miami
TNU,Newton Municipal Airport,NA,US,Newton
TNV,Tabuaeran Island Airport,OC,KI,Tabuaeran Island
TNW,Jumandy Airport,SA,EC,Tena
TNX,Stung Treng Airport,AS,KH,Stung Treng
TNZ,Tosontsengel Airport,AS,MN,Tosontsengel
TOA,Zamperini Field,NA,US,Torrance
TOB,Gamal Abdel Nasser Airport,AF,LY,Tobruk
TOC,Toccoa Airport - R.G. Letourneau Field,NA,US,Toccoa
TOD,Pulau Tioman Airport,AS,MY,Pulau Tioman
TOE,Tozeur Nefta International Airport,AF,TN,Tozeur
TOF,Bogashevo Airport,AS,RU,Tomsk
TOG,Togiak Airport,NA,US,Togiak Village
TOH,Torres Airstrip,OC,VU,Loh/Linua
TOI,Troy Municipal Airport at N Kenneth Campbell Field,NA,US,Troy
TOJ,Torrejón Airport,EU,ES,Madrid
TOK,Torokina Airport,OC,PG,Torokina
TOL,Toledo Express Airport,NA,US,Toledo
TOM,Timbuktu Airport,AF,ML,Timbuktu
TON,Tonu Airport,OC,PG,Tonu
TOO,San Vito De Java Airport,NA,CR,Coto Brus
TOP,Philip Billard Municipal Airport,NA,US,Topeka
TOQ,Barriles Airport,SA,CL,Tocopilla
TOR,Torrington Municipal Airport,NA,US,Torrington
TOS,Tromsø Airport,EU,NO,Tromsø
TOT,Totness Airport,SA,SR,Totness
TOU,Touho Airport,OC,NC,Touho
TOW,Toledo Airport,SA,BR,Toledo
TOX,Tobolsk Airport,AS,RU,Tobolsk
TOY,Toyama Airport,AS,JP,Toyama
TOZ,Mahana Airport,AF,CI,Touba
TPA,Tampa International Airport,NA,US,Tampa
TPC,Tarapoa Airport,SA,EC,Tarapoa
TPE,Taiwan Taoyuan International Airport,AS,TW,Taipei
TPF,Peter O Knight Airport,NA,US,Tampa
TPG,Taiping (Tekah) Airport,AS,MY,Taiping
TPH,Tonopah Airport,NA,US,Tonopah
TPI,Tapini Airport,OC,PG,Tapini
TPJ,Taplejung Airport,AS,NP,Taplejung
TPK,Teuku Cut Ali Airport,AS,ID,Tapak Tuan-Sumatra Island
TPL,Draughon Miller Central Texas Regional Airport,NA,US,Temple
TPN,Tiputini Airport,SA,EC,Tiputini
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,SA,PE,Tarapoto
TPQ,Amado Nervo National Airport,NA,MX,Tepic
TPR,Tom Price Airport,OC,AU,Tom Price
TPS,Vincenzo Florio Airport Trapani-Birgi,EU,IT,Trapani (TP)
TPT,Tapeta Airport,AF,LR,Tapeta
TPU,Tikapur Airport,AS,NP,Tikapur
TPX,Tupai Airport,OC,PF,Tupai Atoll
TQD,Al Taqaddum Air Base,AS,IQ,Al Habbaniyah
TQL,Tarko-Sale Airport,AS,RU,Tarko-Sale
TQN,Talolqan Airport,AS,AF,Taloqan
TQP,Trepell Airport,OC,AU,Trepell
TQQ,Maranggo Airport,AS,ID,Waha-Tomea Island
TQR,San Domino Island Heliport,EU,IT,Tremiti Islands
TQS,Tres Esquinas Air Base,SA,CO,Tres Esquinas
TR7,Ottawa / Rockcliffe Seaplane Base,NA,CA,Ottawa
TRA,Tarama Airport,AS,JP,Tarama
TRB,Gonzalo Mejía Airport,SA,CO,Turbo
TRC,Francisco Sarabia International Airport,NA,MX,Torreón
TRD,Trondheim Airport Værnes,EU,NO,Trondheim
TRE,Tiree Airport,EU,GB,Balemartine
TRF,"Sandefjord Airport, Torp",EU,NO,Torp
TRG,Tauranga Airport,OC,NZ,Tauranga
TRH,Trona Airport,NA,US,Trona
TRI,Tri-Cities Regional TN/VA Airport,NA,US,Bristol/Johnson/Kingsport
TRJ,Tarakbits Airport,OC,PG,Tarakbits
TRK,Juwata Airport,AS,ID,Tarakan Island
TRL,Terrell Municipal Airport,NA,US,Terrell
TRM,Jacqueline Cochran Regional Airport,NA,US,Palm Springs
TRN,Turin Airport,EU,IT,Torino
TRO,Taree Airport,OC,AU,Taree
TRQ,Tarauacá Airport,SA,BR,Tarauacá
TRR,China Bay Airport,AS,LK,Trincomalee
TRS,Trieste–Friuli Venezia Giulia Airport,EU,IT,Trieste
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,SA,PE,Trujillo
TRV,Trivandrum International Airport,AS,IN,Thiruvananthapuram
TRW,Bonriki International Airport,OC,KI,Tarawa
TRY,Tororo Airport,AF,UG,Tororo
TRZ,Tiruchirapally Civil Airport Airport,AS,IN,Tiruchirappally
TSA,Taipei Songshan Airport,AS,TW,Taipei City
TSB,Tsumeb Airport,AF,NA,Tsumeb
TSC,Taisha Airport,SA,EC,Taisha
TSD,Tshipise Airport,AF,ZA,Tshipise
TSE,Astana International Airport,AS,KZ,Astana
TSF,Treviso-Sant'Angelo Airport,EU,IT,Treviso
TSG,Tanacross Airport,NA,US,Tanacross
TSH,Tshikapa Airport,AF,CD,Tshikapa
TSI,Tsile Tsile Airport,OC,PG,Tsile Tsile
TSJ,Tsushima Airport,AS,JP,Tsushima
TSK,Taskul Airport,OC,PG,Taskul
TSL,Tamuin Airport,NA,MX,
TSM,Taos Regional Airport,NA,US,Taos
TSN,Tianjin Binhai International Airport,AS,CN,Tianjin
TSP,Tehachapi Municipal Airport,NA,US,Tehachapi
TSQ,Torres Airport,SA,BR,Torres
TSR,Timişoara Traian Vuia Airport,EU,RO,Timişoara
TSS,East 34th Street Heliport,NA,US,New York
TST,Trang Airport,AS,TH,
TSU,Tabiteuea South Airport,OC,KI,Tabiteuea South
TSV,Townsville Airport,OC,AU,Townsville
TSW,Tsewi Airport,OC,PG,Tsewi
TSX,Tanjung Santan Airport,AS,ID,Santan-Borneo Island
TSY,Cibeureum Airport,AS,ID,Tasikmalaya-Java Island
TSZ,Tselserleg Airport,AS,MN,Tselserleg
TTA,Tan Tan Airport,AF,MA,Tan Tan
TTB,Tortolì Airport,EU,IT,Arbatax
TTC,Las Breas Airport,SA,CL,Taltal
TTD,Portland Troutdale Airport,NA,US,Portland
TTE,Sultan Khairun Babullah Airport,AS,ID,Sango-Ternate Island
TTG,General Enrique Mosconi Airport,SA,AR,Tartagal
TTH,Thumrait Air Base,AS,OM,Thumrait
TTI,Tetiaroa Airport,OC,PF,Tetiaroa
TTJ,Tottori Airport,AS,JP,Tottori
TTL,Turtle Island Seaplane Base,OC,FJ,Nanuya Levu Island
TTN,Trenton Mercer Airport,NA,US,Trenton
TTO,Britton Municipal Airport,NA,US,Britton
TTQ,Aerotortuguero Airport,NA,CR,Roxana
TTR,Pongtiku Airport,AS,ID,Makale
TTS,Tsaratanana Airport,AF,MG,Tsaratanana
TTT,Taitung Airport,AS,TW,Taitung City
TTU,Saniat R'mel Airport,AF,MA,Tétouan
TTW,Tissa Tank Waterdrome,AS,LK,Tissamaharama
TTX,Truscott-Mungalalu Airport,OC,AU,Anjo Peninsula
TUA,Teniente Coronel Luis a Mantilla Airport,SA,EC,Tulcán
TUB,Tubuai Airport,OC,PF,
TUC,Teniente Benjamin Matienzo Airport,SA,AR,San Miguel de Tucumán
TUD,Tambacounda Airport,AF,SN,Tambacounda
TUE,Tupile Airport,NA,PA,Isla Tupile
TUF,Tours-Val-de-Loire Airport,EU,FR,Tours/Val de Loire (Loire Valley)
TUG,Tuguegarao Airport,AS,PH,Tuguegarao City
TUH,Arnold Air Force Base,NA,US,Tullahoma
TUI,Turaif Domestic Airport,AS,SA,Turaif
TUJ,Tum Airport,AF,ET,Tum
TUK,Turbat International Airport,AS,PK,Turbat
TUL,Tulsa International Airport,NA,US,Tulsa
TUM,Tumut Airport,OC,AU,
TUN,Tunis Carthage International Airport,AF,TN,Tunis
TUO,Taupo Airport,OC,NZ,Taupo
TUP,Tupelo Regional Airport,NA,US,Tupelo
TUQ,Tougan Airport,AF,BF,Tougan
TUR,Tucuruí Airport,SA,BR,Tucuruí
TUS,Tucson International Airport,NA,US,Tucson
TUT,Tauta Airport,OC,PG,Tauta
TUU,Tabuk Airport,AS,SA,Tabuk
TUV,Tucupita Airport,SA,VE,Tucupita
TUX,Tumbler Ridge Airport,NA,CA,Tumbler Ridge
TUY,Tulum Naval Air Station,NA,MX,Tulum
TUZ,Tucumã Airport,SA,BR,Tucumã
TVA,Morafenobe Airport,AF,MG,Morafenobe
TVC,Cherry Capital Airport,NA,US,Traverse City
TVF,Thief River Falls Regional Airport,NA,US,Thief River Falls
TVI,Thomasville Regional Airport,NA,US,Thomasville
TVL,Lake Tahoe Airport,NA,US,South Lake Tahoe
TVS,Tangshan Sannühe Airport,AS,CN,Tangshan
TVU,Matei Airport,OC,FJ,Matei
TVY,Dawei Airport,AS,MM,Dawei
TWA,Twin Hills Airport,NA,US,Twin Hills
TWB,Toowoomba Airport,OC,AU,Toowoomba
TWD,Jefferson County International Airport,NA,US,Port Townsend
TWE,Taylor Airport,NA,US,Taylor
TWF,Joslin Field Magic Valley Regional Airport,NA,US,Twin Falls
TWH,Two Harbors Amphibious Terminal,NA,US,Two Harbors
TWP,Torwood Airport,OC,AU,Torwood
TWT,Sanga Sanga Airport,AS,PH,
TWU,Tawau Airport,AS,MY,Tawau
TWY,Tawa Airport,OC,PG,Tawa
TWZ,Pukaki Airport,OC,NZ,Twitzel
TXF,9 de Maio - Teixeira de Freitas Airport,SA,BR,Teixeira De Freitas
TXG,Taichung Airport,AS,TW,Taichung City
TXK,Texarkana Regional Webb Field,NA,US,Texarkana
TXL,Berlin-Tegel Airport,EU,DE,Berlin
TXM,Teminabuan Airport,AS,ID,Atinjoe-Papua Island
TXN,Tunxi International Airport,AS,CN,Huangshan
TXR,Tanbar Airport,OC,AU,Tanbar Station
TXU,Tabou Airport,AF,CI,Tabou
TYA,Klokovo Airfield,EU,RU,Tula
TYB,Tibooburra Airport,OC,AU,
TYD,Tynda Airport,EU,RU,Tynda
TYE,Tyonek Airport,NA,US,Tyonek
TYF,Torsby Airport,EU,SE,
TYG,Thylungra Airport,OC,AU,
TYL,Capitan Montes Airport,SA,PE,Talara
TYM,Staniel Cay Airport,NA,BS,
TYN,Taiyuan Wusu Airport,AS,CN,Taiyuan
TYP,Tobermorey Airport,OC,AU,Tobermorey
TYR,Tyler Pounds Regional Airport,NA,US,Tyler
TYS,McGhee Tyson Airport,NA,US,Knoxville
TYT,Treinta y Tres Airport,SA,UY,Treinta y Tres
TYZ,Taylor Airport,NA,US,Taylor
TZA,Belize City Municipal Airport,NA,BZ,Belize City
TZC,Tuscola Area Airport,NA,US,Caro
TZL,Tuzla International Airport,EU,BA,Tuzla
TZM,Cupul Airport,NA,MX,Tizimin
TZR,Taszár Air Base,EU,HU,Taszár
TZX,Trabzon International Airport,AS,TR,Trabzon
UAB,İncirlik Air Base,AS,TR,Adana
UAC,San Luis Río Colorado Airport,NA,MX,San Luis Río Colorado
UAE,Mount Aue Airport,OC,PG,
UAH,Ua Huka Airport,OC,PF,Ua Huka
UAI,Suai Airport,AS,TL,Suai
UAK,Narsarsuaq Airport,NA,GL,Narsarsuaq
UAL,Luau Airport,AF,AO,Luau
UAM,Andersen Air Force Base,OC,GU,"Yigo, Mariana Island"
UAP,Ua Pou Airport,OC,PF,Ua Pou
UAQ,Domingo Faustino Sarmiento Airport,SA,AR,San Juan
UAR,Bouarfa Airport,AF,MA,Bouarfa
UAS,Buffalo Spring,AF,KE,Samburu
UAX,Uaxactun Airport,NA,GT,Uaxactun
UBA,Mário de Almeida Franco Airport,SA,BR,Uberaba
UBB,Mabuiag Island Airport,OC,AU,Mabuiag Island
UBI,Buin Airport,OC,PG,Buin
UBJ,Yamaguchi Ube Airport,AS,JP,Ube
UBP,Ubon Ratchathani Airport,AS,TH,Ubon Ratchathani
UBR,Ubrub Airport,AS,ID,Ubrub-Papua Island
UBS,Columbus Lowndes County Airport,NA,US,Columbus
UBT,Ubatuba Airport,SA,BR,Ubatuba
UBU,Kalumburu Airport,OC,AU,
UCA,Oneida County Airport,NA,US,Utica
UCB,Ulanqab Jining Airport,AS,CN,Ulanqab
UCC,Yucca Airstrip,NA,US,Mercury
UCE,Eunice Airport,NA,US,Eunice
UCK,Lutsk Airport,EU,UA,Lutsk
UCN,Buchanan Airport,AF,LR,Buchanan
UCT,Ukhta Airport,EU,RU,Ukhta
UCY,Everett-Stewart Regional Airport,NA,US,Union City
UCZ,Uchiza Airport,SA,PE,Uchiza
UDA,Undara Airport,OC,AU,
UDD,Bermuda Dunes Airport,NA,US,Palm Springs
UDI,Ten. Cel. Aviador César Bombonato Airport,SA,BR,Uberlândia
UDJ,Uzhhorod International Airport,EU,UA,Uzhhorod
UDN,Udine-Campoformido Air Base,EU,IT,Udine
UDR,Maharana Pratap Airport,AS,IN,Udaipur
UEE,Queenstown Airport,OC,AU,
UEL,Quelimane Airport,AF,MZ,Quelimane
UEN,Urengoy Airport,EU,RU,Urengoy
UEO,Kumejima Airport,AS,JP,
UES,Waukesha County Airport,NA,US,Waukesha
UET,Quetta International Airport,AS,PK,Quetta
UFA,Ufa International Airport,EU,RU,Ufa
UGA,Bulgan Airport,AS,MN,Bulgan
UGB,Ugashik Bay Airport,NA,US,Pilot Point
UGC,Urgench Airport,AS,UZ,Urgench
UGI,San Juan /Uganik/ Seaplane Base,NA,US,San Juan
UGN,Waukegan National Airport,NA,US,Chicago/Waukegan
UGO,Uige Airport,AF,AO,Uige
UGS,Ugashik Airport,NA,US,Ugashik
UGT,Bulagtai Resort Airport,AS,MN,Umnugobitour
UGU,Bilogai-Sugapa Airport,AS,ID,Sugapa-Papua Island
UHE,Kunovice Airport,EU,CZ,Uherské Hradiště
UHF,RAF Upper Heyford,EU,GB,Upper Heyford
UIB,El Caraño Airport,SA,CO,Quibdó
UIH,Phu Cat Airport,AS,VN,Quy Nohn
UII,Utila Airport,NA,HN,Utila Island
UIK,Ust-Ilimsk Airport,AS,RU,Ust-Ilimsk
UIL,Quillayute Airport,NA,US,Quillayute
UIN,Quincy Regional Baldwin Field,NA,US,Quincy
UIO,Mariscal Sucre International Airport,SA,EC,Quito
UIP,Quimper-Cornouaille Airport,EU,FR,Quimper/Pluguffan
UIQ,Quion Hill Airport,OC,VU,Quion Hill
UIR,Quirindi Airport,OC,AU,
UIT,Jaluit Airport,OC,MH,Jabor Jaluit Atoll
UIZ,Berz-Macomb Airport,NA,US,
UJE,Ujae Atoll Airport,OC,MH,Ujae Atoll
UJN,Uljin Airport,AS,KR,"Bongsan-ri, Uljin"
UKA,Ukunda Airstrip,AF,KE,Ukunda
UKB,Kobe Airport,AS,JP,Kobe
UKG,Ust-Kuyga Airport,EU,RU,Ust-Kuyga
UKH,Mukhaizna Airport,AS,OM,Mukhaizna Oil Field
UKI,Ukiah Municipal Airport,NA,US,Ukiah
UKK,Ust-Kamennogorsk Airport,AS,KZ,Ust Kamenogorsk
UKN,Waukon Municipal Airport,NA,US,Waukon
UKR,Mukeiras Airport,AS,YE,Mukayras
UKS,Belbek Airport,EU,UA,Sevastopol
UKT,Quakertown Airport,NA,US,Quakertown
UKU,Nuku Airport,OC,PG,Nuku
UKX,Ust-Kut Airport,AS,RU,Ust-Kut
ULA,Capitan D Daniel Vazquez Airport,SA,AR,San Julian
ULB,Uléi Airport,OC,VU,Ambryn Island
ULC,Los Cerrillos Airport,SA,CL,Santiago
ULD,Prince Mangosuthu Buthelezi Airport,AF,ZA,Ulundi
ULE,Sule Airport,OC,PG,Sule
ULG,Ölgii Airport,AS,MN,Ölgii
ULG,Ulgii Mongolei Airport,AS,MN,
ULH,Majeed Bin Abdulaziz Airport,AS,SA,Al Ula
ULI,Ulithi Airport,OC,FM,Falalop Island
ULK,Lensk Airport,AS,RU,Lensk
ULM,New Ulm Municipal Airport,NA,US,New Ulm
ULN,Chinggis Khaan International Airport,AS,MN,Ulan Bator
ULO,Ulaangom Airport,AS,MN,Ulaangom
ULP,Quilpie Airport,OC,AU,
ULQ,Heriberto Gíl Martínez Airport,SA,CO,Tuluá
ULU,Gulu Airport,AF,UG,Gulu
ULV,Ulyanovsk Baratayevka Airport,EU,RU,Ulyanovsk
ULX,Ulusaba Airport,AF,ZA,Ulusaba
ULY,Ulyanovsk East Airport,EU,RU,Ulyanovsk
ULZ,Donoi Airport,AS,MN,Uliastai
UMA,Punta de Maisi Airport,NA,CU,Maisi
UMC,Umba Airport,OC,PG,Umba
UMD,Uummannaq Heliport,NA,GL,Uummannaq
UME,Umeå Airport,EU,SE,Umeå
UMI,Quince Air Base,SA,PE,Quince Mil
UMM,Summit Airport,NA,US,Summit
UMR,Woomera Airfield,OC,AU,Woomera
UMS,Ust-Maya Airport,EU,RU,Ust-Maya
UMT,Umiat Airport,NA,US,Umiat
UMU,Umuarama Airport,SA,BR,Umuarama
UMY,Sumy Airport,EU,UA,Sumy
UNA,Hotel Transamérica Airport,SA,BR,Una
UNC,Unguia Airport,SA,CO,Arquia
UND,Konduz Airport,AS,AF,
UNE,Qacha's Nek Airport,AF,LS,Qacha's Nek
UNG,Kiunga Airport,OC,PG,Kiunga
UNI,Union Island International Airport,NA,VC,Union Island
UNK,Unalakleet Airport,NA,US,Unalakleet
UNN,Ranong Airport,AS,TH,
UNR,Öndörkhaan Airport,AS,MN,Öndörkhaan
UNT,Unst Airport,EU,GB,Shetland Islands
UNU,Dodge County Airport,NA,US,Juneau
UOA,Mururoa Atoll Airport,OC,PF,Mururoa Atoll
UOL,Buol Airport,AS,ID,Buol-Celebes Island
UOS,Franklin County Airport,NA,US,Sewanee
UOX,University Oxford Airport,NA,US,Oxford
UPB,Playa Baracoa Airport,NA,CU,Havana
UPG,Hasanuddin International Airport,AS,ID,Ujung Pandang-Celebes Island
UPL,Upala Airport,NA,CR,Upala
UPN,Licenciado y General Ignacio Lopez Rayon Airport,NA,MX,
UPP,Upolu Airport,NA,US,Hawi
UPR,Upiara Airport,OC,PG,Upiara
UPV,Upavon Aerodrome,EU,GB,Upavon
URA,Uralsk Airport,AS,KZ,Uralsk
URB,Urubupunga Airport,SA,BR,Castilho
URC,Ürümqi Diwopu International Airport,AS,CN,Ürümqi
URD,Burg Feuerstein Airport,EU,DE,Ebermannstadt
URE,Kuressaare Airport,EU,EE,Kuressaare
URG,Rubem Berta Airport,SA,BR,Uruguaiana
URI,Uribe Airport,SA,CO,Uribe
URJ,Uray Airport,AS,RU,Uray
URM,Uriman Airport,SA,VE,
URN,Urgun Airport,AS,AF,Urgun
URO,Rouen Airport,EU,FR,Rouen/Vallée de Seine
URR,Urrao Airport,SA,CO,Urrao
URS,Kursk East Airport,EU,RU,Kursk
URT,Surat Thani Airport,AS,TH,Surat Thani
URU,Uroubi Airport,OC,PG,Uroubi
URY,Gurayat Domestic Airport,AS,SA,Gurayat
URZ,Orūzgān Airport,AS,AF,Orūzgān
USA,Concord Regional Airport,NA,US,Concord
USH,Malvinas Argentinas Airport,SA,AR,Ushuahia
USI,Mabaruma Airport,SA,GY,Mabaruma
USK,Usinsk Airport,EU,RU,Usinsk
USL,Useless Loop Airport,OC,AU,
USM,Samui Airport,AS,TH,Na Thon (Ko Samui Island)
USN,Ulsan Airport,AS,KR,Ulsan
USO,Usino Airport,OC,PG,Usino
USQ,Uşak Airport,AS,TR,Uşak
USR,Ust-Nera Airport,EU,RU,Ust-Nera
USS,Sancti Spiritus Airport,NA,CU,Sancti Spiritus
UST,Northeast Florida Regional Airport,NA,US,St Augustine
USU,Francisco B. Reyes Airport,AS,PH,Coron
UTA,Mutare Airport,AF,ZW,Mutare
UTB,Muttaburra Airport,OC,AU,
UTC,Soesterberg Air Base,EU,NL,Soesterberg
UTD,Nutwood Downs Airport,OC,AU,Nutwood Downs
UTE,Bultfontein Airport,AF,ZA,Bultfontein
UTG,Quthing Airport,AF,LS,Quthing
UTH,Udon Thani Airport,AS,TH,Udon Thani
UTI,Utti Air Base,EU,FI,Utti / Valkeala
UTK,Utirik Airport,OC,MH,Utirik Island
UTM,Tunica Municipal Airport,NA,US,Tunica
UTN,Pierre Van Ryneveld Airport,AF,ZA,Upington
UTO,Indian Mountain LRRS Airport,NA,US,Utopia Creek
UTP,U-Tapao International Airport,AS,TH,Rayong
UTR,Uttaradit Airport,AS,TH,Uttaradit
UTS,Ust-Tsylma Airport,EU,RU,Ust-Tsylma
UTT,K. D. Matanzima Airport,AF,ZA,Mthatha
UTU,Ustupo Airport,NA,PA,Ustupo
UTW,Queenstown Airport,AF,ZA,Queenstown
UUA,Bugulma Airport,EU,RU,Bugulma
UUD,Ulan-Ude Airport (Mukhino),AS,RU,Ulan Ude
UUK,Ugnu-Kuparuk Airport,NA,US,Kuparuk
UUN,Baruun Urt Airport,AS,MN,
UUS,Yuzhno-Sakhalinsk Airport,AS,RU,Yuzhno-Sakhalinsk
UUU,Manumu Airport,OC,PG,Manumu
UVA,Garner Field,NA,US,Uvalde
UVE,Ouvéa Airport,OC,NC,Ouvéa
UVF,Hewanorra International Airport,NA,LC,Vieux Fort
UVL,El Kharga Airport,AF,EG,
UVO,Uvol Airport,OC,PG,Uvol
UWA,Ware Airport,NA,US,Ware
UYL,Nyala Airport,AF,SD,Nyala
UYN,Yulin Yuyang Airport,AS,CN,Yulin
UYU,Uyuni Airport,SA,BO,Quijarro
UZM,Hope Bay Aerodrome,NA,CA,Hope Bay
UZR,Urzhar Airport,AS,KZ,Urzhar
UZU,Curuzu Cuatia Airport,SA,AR,Curuzu Cuatia
VAA,Vaasa Airport,EU,FI,Vaasa
VAC,Varrelbusch Airport,EU,DE,Cloppenburg
VAD,Moody Air Force Base,NA,US,Valdosta
VAF,Valence-Chabeuil Airport,EU,FR,Valence/Chabeuil
VAG,Major Brigadeiro Trompowsky Airport,SA,BR,Varginha
VAH,Capitán Av. Vidal Villagomez Toledo Airport,SA,BO,Vallegrande
VAI,Vanimo Airport,OC,PG,Vanimo
VAK,Chevak Airport,NA,US,Chevak
VAL,Valença Airport,SA,BR,Valença
VAM,Villa Airport,AS,MV,Maamigili
VAN,Van Ferit Melen Airport,AS,TR,Van
VAO,Suavanao Airport,OC,SB,Suavanao
VAP,Rodelillo Airport,SA,CL,Viña Del Mar
VAR,Varna Airport,EU,BG,Varna
VAS,Sivas Nuri Demirağ Airport,AS,TR,Sivas
VAT,Vatomandry Airport,AF,MG,Vatomandry
VAU,Vatukoula Airport,OC,FJ,Vatukoula
VAV,Vava'u International Airport,OC,TO,Vava'u Island
VAW,"Vardø Airport, Svartnes",EU,NO,Vardø
VBA,Ann Airport,AS,MM,Aeng
VBG,Vandenberg Air Force Base,NA,US,Lompoc
